customer_id,tenure_months,monthly_charges,contract_type,payment_method,num_complaints,churn
C001128,72,113.86,two-year,bank-transfer,2,0
C001129,59,67.53,one-year,bank-transfer,0,0
C001130,23,37.03,month-to-month,credit-card,2,0
C001131,44,106.48,two-year,electronic-check,0,0
C001132,43,117.03,two-year,bank-transfer,0,0
C001133,2,114.92,one-year,credit-card,0,0
C001134,49,98.64,month-to-month,credit-card,3,1
C001135,31,22.43,month-to-month,credit-card,0,1
C001136,65,29.03,one-year,bank-transfer,0,0
C001137,5,108.67,month-to-month,credit-card,1,1
C001138,63,74.98,two-year,bank-transfer,0,1
C001139,45,59.92,two-year,credit-card,0,0
C001140,43,79.92,two-year,credit-card,1,0
C001141,7,112.78,two-year,bank-transfer,0,0
C001142,34,86.25,month-to-month,bank-transfer,1,1
C001143,60,95.96,one-year,bank-transfer,2,0
C001144,15,44.82,two-year,electronic-check,0,0
C001145,18,40.91,two-year,electronic-check,0,0
C001146,58,68.2,one-year,credit-card,0,0
C001147,8,37.45,month-to-month,credit-card,0,0
C001148,62,94.33,month-to-month,electronic-check,3,1
C001149,18,97.98,one-year,electronic-check,0,0
C001150,63,61.57,one-year,credit-card,0,0
C001151,5,80.68,two-year,bank-transfer,0,1
C001152,4,29.38,one-year,credit-card,2,0
C001153,48,103.7,one-year,electronic-check,0,0
C001154,50,82.81,one-year,bank-transfer,0,1
C001155,68,57.56,month-to-month,bank-transfer,0,0
C001156,56,100.04,two-year,electronic-check,0,0
C001157,39,24.58,two-year,bank-transfer,0,0
C001158,1,102.61,one-year,credit-card,0,0
C001159,38,82.86,one-year,electronic-check,0,0
C001160,31,112.83,one-year,electronic-check,0,0
C001161,4,63.05,two-year,electronic-check,0,0
C001162,62,50.4,two-year,electronic-check,0,0
C001163,2,34.78,one-year,electronic-check,2,0
C001164,32,23.09,month-to-month,electronic-check,0,0
C001165,49,103.72,one-year,electronic-check,1,0
C001166,42,81.45,two-year,credit-card,3,0
C001167,67,108.63,month-to-month,bank-transfer,0,1
C001168,72,116.21,one-year,bank-transfer,3,0
C001169,64,25.24,month-to-month,credit-card,0,0
C001170,71,88.16,month-to-month,electronic-check,0,1
C001171,49,33.38,one-year,bank-transfer,0,1
C001172,16,105.32,month-to-month,bank-transfer,0,0
C001173,16,41.68,month-to-month,credit-card,1,0
C001174,7,106.73,month-to-month,bank-transfer,0,0
C001175,67,103.25,month-to-month,bank-transfer,4,0
C001176,41,90.62,month-to-month,bank-transfer,0,0
C001177,36,100.58,two-year,electronic-check,0,0
C001178,48,108.92,month-to-month,credit-card,0,0
C001179,16,40.17,month-to-month,bank-transfer,1,0
C001180,37,112.0,one-year,electronic-check,0,0
C001181,14,29.29,two-year,bank-transfer,2,0
C001182,1,29.13,month-to-month,electronic-check,0,1
C001183,7,107.36,month-to-month,bank-transfer,0,1
C001184,44,40.11,month-to-month,electronic-check,1,1
C001185,59,73.17,two-year,electronic-check,2,0
C001186,54,48.22,one-year,electronic-check,0,1
C001187,37,38.76,one-year,electronic-check,1,0
C001188,12,113.94,one-year,bank-transfer,0,0
C001189,33,69.45,one-year,bank-transfer,0,0
C001190,21,71.12,two-year,credit-card,5,0
C001191,44,57.61,one-year,credit-card,0,0
C001192,51,86.01,two-year,bank-transfer,0,0
C001193,58,103.05,month-to-month,bank-transfer,2,1
C001194,18,37.33,two-year,bank-transfer,0,0
C001195,4,47.46,month-to-month,electronic-check,1,1
C001196,28,62.71,one-year,credit-card,0,0
C001197,12,28.9,one-year,credit-card,0,0
C001198,59,83.32,month-to-month,bank-transfer,0,1
C001199,67,31.49,month-to-month,electronic-check,0,1
C001200,54,83.27,one-year,credit-card,3,0
C001201,55,52.95,two-year,bank-transfer,0,0
C001202,5,117.93,one-year,electronic-check,0,0
C001203,21,25.63,two-year,bank-transfer,1,0
C001204,39,64.16,month-to-month,electronic-check,0,1
C001205,9,37.28,month-to-month,credit-card,0,1
C001206,68,102.0,one-year,bank-transfer,0,0
C001207,55,42.44,month-to-month,credit-card,0,0
C001208,52,82.55,one-year,bank-transfer,0,1
C001209,60,38.14,month-to-month,bank-transfer,3,1
C001210,18,79.58,one-year,electronic-check,1,0
C001211,39,117.38,two-year,electronic-check,0,0
C001212,13,75.49,month-to-month,bank-transfer,0,0
C001213,57,89.06,one-year,bank-transfer,1,1
C001214,64,43.23,two-year,electronic-check,0,0
C001215,45,76.11,month-to-month,bank-transfer,0,0
C001216,49,28.3,two-year,credit-card,0,0
C001217,50,83.04,month-to-month,electronic-check,0,0
C001218,71,79.81,month-to-month,credit-card,0,1
C001219,28,52.62,month-to-month,credit-card,0,0
C001220,18,83.64,one-year,bank-transfer,1,0
C001221,27,48.51,two-year,bank-transfer,0,0
C001222,40,59.82,two-year,credit-card,0,0
C001223,25,77.76,one-year,credit-card,0,0
C001224,19,116.34,one-year,bank-transfer,0,1
C001225,59,113.84,two-year,bank-transfer,1,0
C001226,72,54.36,two-year,electronic-check,3,0
C001227,43,42.94,two-year,credit-card,1,1
C001228,4,92.95,one-year,electronic-check,0,0
C001229,35,33.73,month-to-month,bank-transfer,0,0
C001230,66,37.97,one-year,bank-transfer,0,0
C001231,47,72.59,one-year,electronic-check,0,0
C001232,34,76.18,one-year,bank-transfer,0,0
C001233,34,80.83,month-to-month,credit-card,0,1
C001234,5,39.7,month-to-month,electronic-check,0,0
C001235,64,55.05,two-year,bank-transfer,0,0
C001236,30,62.52,month-to-month,bank-transfer,0,1
C001237,11,47.41,two-year,credit-card,0,0
C001238,23,115.37,two-year,electronic-check,0,0
C001239,49,32.66,two-year,credit-card,0,0
C001240,62,53.79,one-year,bank-transfer,0,0
C001241,63,109.1,one-year,credit-card,0,1
C001242,16,88.92,two-year,bank-transfer,1,0
C001243,13,53.7,two-year,credit-card,0,0
C001244,41,56.17,two-year,credit-card,0,0
C001245,50,100.56,two-year,bank-transfer,0,1
C001246,70,103.08,one-year,credit-card,0,0
C001247,45,87.73,month-to-month,bank-transfer,0,1
C001248,11,72.85,two-year,electronic-check,0,0
C001249,63,63.85,month-to-month,electronic-check,0,1
C001250,4,61.05,one-year,electronic-check,0,0
C001251,60,119.48,month-to-month,electronic-check,2,1
C001252,35,33.12,month-to-month,bank-transfer,0,1
C001253,8,70.6,month-to-month,credit-card,0,1
C001254,6,60.52,two-year,credit-card,0,0
C001255,66,60.4,one-year,credit-card,0,0
C001256,11,43.92,one-year,bank-transfer,2,0
C001257,66,73.49,one-year,credit-card,4,0
C001258,12,52.85,month-to-month,bank-transfer,0,1
C001259,5,29.26,month-to-month,bank-transfer,0,1
C001260,28,95.86,two-year,bank-transfer,1,0
C001261,72,88.13,two-year,bank-transfer,1,0
C001262,72,102.43,month-to-month,bank-transfer,4,1
C001263,57,30.66,month-to-month,electronic-check,1,0
C001264,67,77.87,one-year,credit-card,2,0
C001265,35,78.88,two-year,bank-transfer,0,1
C001266,17,52.97,one-year,electronic-check,0,0
C001267,67,56.17,one-year,bank-transfer,0,0
C001268,12,64.06,one-year,bank-transfer,1,0
C001269,23,79.18,one-year,bank-transfer,0,0
C001270,7,113.9,two-year,bank-transfer,2,1
C001271,8,110.86,two-year,credit-card,1,0
C001272,61,64.43,month-to-month,credit-card,0,1
C001273,59,111.49,one-year,credit-card,0,1
C001274,57,86.57,month-to-month,bank-transfer,1,1
C001275,2,62.09,two-year,credit-card,0,0
C001276,16,78.75,two-year,bank-transfer,0,0
C001277,12,63.96,two-year,credit-card,1,0
C001278,9,52.75,two-year,electronic-check,0,0
C001279,23,83.82,one-year,bank-transfer,1,0
C001280,72,40.53,one-year,bank-transfer,0,1
C001281,66,46.75,month-to-month,electronic-check,0,0
C001282,20,49.32,one-year,electronic-check,0,0
C001283,25,64.41,two-year,credit-card,1,0
C001284,40,60.38,month-to-month,bank-transfer,4,1
C001285,7,62.55,month-to-month,electronic-check,0,0
C001286,27,58.13,two-year,bank-transfer,1,0
C001287,47,119.85,month-to-month,bank-transfer,0,0
C001288,23,84.4,two-year,electronic-check,1,0
C001289,56,38.65,one-year,bank-transfer,0,1
C001290,71,69.94,month-to-month,electronic-check,0,0
C001291,45,87.72,one-year,electronic-check,1,0
C001292,15,77.27,two-year,credit-card,0,0
C001293,11,102.21,one-year,electronic-check,2,0
C001294,70,95.34,month-to-month,bank-transfer,0,1
C001295,16,59.76,one-year,bank-transfer,1,0
C001296,13,94.64,two-year,electronic-check,0,0
C001297,36,47.25,two-year,credit-card,0,0
C001298,49,54.99,month-to-month,credit-card,0,1
C001299,32,82.54,one-year,electronic-check,3,0
C001300,23,77.73,two-year,credit-card,0,0
C001301,66,71.41,month-to-month,credit-card,0,1
C001302,60,36.54,two-year,bank-transfer,1,0
C001303,19,22.57,month-to-month,credit-card,1,0
C001304,14,70.65,month-to-month,credit-card,1,1
C001305,70,85.9,one-year,bank-transfer,0,0
C001306,52,38.04,one-year,bank-transfer,0,0
C001307,31,60.37,two-year,credit-card,0,0
C001308,13,96.53,two-year,electronic-check,0,0
C001309,16,76.74,two-year,electronic-check,0,0
C001310,53,21.89,one-year,credit-card,0,0
C001311,54,99.61,two-year,bank-transfer,0,0
C001312,36,89.32,month-to-month,bank-transfer,0,0
C001313,59,66.06,two-year,credit-card,0,0
C001314,13,94.56,one-year,credit-card,0,0
C001315,46,96.01,two-year,electronic-check,0,0
C001316,10,100.09,one-year,bank-transfer,0,0
C001317,56,23.92,two-year,electronic-check,0,0
C001318,72,73.85,two-year,credit-card,2,0
C001319,57,84.08,month-to-month,electronic-check,0,0
C001320,2,92.33,month-to-month,credit-card,0,1
C001321,68,105.8,month-to-month,electronic-check,0,1
C001322,1,116.06,one-year,credit-card,0,0
C001323,63,112.42,one-year,credit-card,0,0
C001324,58,32.92,month-to-month,electronic-check,1,0
C001325,1,91.18,two-year,electronic-check,1,0
C001326,20,20.9,two-year,bank-transfer,1,0
C001327,4,84.86,one-year,credit-card,2,0
C001328,52,52.19,one-year,bank-transfer,0,1
C001329,69,103.82,two-year,electronic-check,3,0
C001330,70,54.68,two-year,electronic-check,0,0
C001331,16,70.97,one-year,electronic-check,0,1
C001332,27,115.87,one-year,credit-card,0,0
C001333,36,48.64,one-year,credit-card,0,1
C001334,72,58.96,one-year,electronic-check,0,0
C001335,22,67.11,two-year,bank-transfer,2,0
C001336,60,114.73,one-year,bank-transfer,0,1
C001337,63,106.78,two-year,credit-card,0,0
C001338,15,52.87,two-year,electronic-check,0,0
C001339,15,114.58,one-year,bank-transfer,0,0
C001340,40,34.22,two-year,credit-card,0,0
C001341,41,118.38,month-to-month,electronic-check,0,0
C001342,53,73.49,one-year,bank-transfer,0,0
C001343,69,46.38,month-to-month,electronic-check,0,1
C001344,49,107.7,month-to-month,bank-transfer,2,0
C001345,4,114.41,month-to-month,bank-transfer,0,1
C001346,31,75.18,month-to-month,electronic-check,0,0
C001347,44,27.15,month-to-month,electronic-check,0,0
C001348,10,94.21,month-to-month,bank-transfer,0,1
C001349,69,100.9,month-to-month,electronic-check,0,0
C001350,33,60.89,two-year,electronic-check,0,0
C001351,4,74.26,month-to-month,electronic-check,0,1
C001352,53,61.16,one-year,electronic-check,0,0
C001353,12,102.42,month-to-month,electronic-check,0,1
C001354,23,91.46,one-year,credit-card,0,0
C001355,8,63.15,one-year,credit-card,0,0
C001356,27,113.2,month-to-month,electronic-check,0,0
C001357,13,63.92,month-to-month,credit-card,0,1
C001358,21,99.52,one-year,bank-transfer,1,0
C001359,58,38.44,one-year,credit-card,0,0
C001360,64,30.51,month-to-month,electronic-check,0,0
C001361,11,81.19,one-year,bank-transfer,0,0
C001362,18,80.94,one-year,bank-transfer,0,0
C001363,13,109.65,one-year,electronic-check,0,0
C001364,31,44.78,one-year,electronic-check,1,0
C001365,64,63.66,one-year,electronic-check,1,0
C001366,45,103.42,month-to-month,bank-transfer,0,1
C001367,24,94.48,one-year,electronic-check,3,1
C001368,52,27.13,two-year,credit-card,0,0
C001369,68,113.96,month-to-month,credit-card,0,1
C001370,27,55.78,one-year,electronic-check,0,0
C001371,1,114.15,one-year,bank-transfer,1,0
C001372,39,21.37,two-year,electronic-check,1,0
C001373,50,117.4,month-to-month,bank-transfer,1,1
C001374,3,111.79,one-year,electronic-check,0,0
C001375,5,35.77,one-year,electronic-check,1,1
C001376,35,96.62,one-year,electronic-check,0,0
C001377,45,21.8,one-year,credit-card,2,0
C001378,15,98.9,month-to-month,bank-transfer,1,0
C001379,16,46.89,month-to-month,bank-transfer,0,0
C001380,67,115.6,two-year,bank-transfer,2,0
C001381,1,88.84,month-to-month,electronic-check,0,0
C001382,68,97.45,two-year,electronic-check,3,0
C001383,30,42.63,month-to-month,bank-transfer,5,1
C001384,8,54.58,one-year,electronic-check,0,0
C001385,39,72.01,one-year,credit-card,0,0
C001386,58,90.26,one-year,credit-card,0,0
C001387,30,60.81,one-year,electronic-check,0,0
C001388,40,74.14,month-to-month,bank-transfer,0,1
C001389,5,40.59,two-year,electronic-check,0,0
C001390,54,59.47,two-year,bank-transfer,0,0
C001391,59,113.27,two-year,credit-card,0,0
C001392,39,41.79,two-year,credit-card,0,0
C001393,71,56.64,two-year,credit-card,1,0
C001394,17,27.35,two-year,credit-card,1,0
C001395,3,36.1,two-year,credit-card,0,0
C001396,27,68.37,one-year,bank-transfer,0,0
C001397,34,55.99,one-year,bank-transfer,0,1
C001398,64,86.26,two-year,electronic-check,0,0
C001399,27,103.26,one-year,bank-transfer,2,0
C001400,59,76.13,month-to-month,credit-card,0,0
C001401,25,82.85,month-to-month,electronic-check,1,0
C001402,3,39.57,two-year,electronic-check,2,0
C001403,15,37.18,one-year,bank-transfer,0,1
C001404,49,47.83,two-year,credit-card,0,0
C001405,54,43.37,two-year,bank-transfer,0,0
C001406,24,36.28,one-year,bank-transfer,0,0
C001407,68,98.0,two-year,electronic-check,1,0
C001408,22,40.68,month-to-month,credit-card,0,0
C001409,41,85.61,month-to-month,credit-card,4,0
C001410,68,21.78,month-to-month,electronic-check,0,0
C001411,11,30.5,two-year,bank-transfer,0,0
C001412,44,57.42,two-year,electronic-check,0,0
C001413,21,96.96,one-year,electronic-check,2,0
C001414,6,117.06,two-year,credit-card,0,0
C001415,30,63.07,two-year,bank-transfer,0,0
C001416,55,61.3,two-year,bank-transfer,1,0
C001417,34,91.02,one-year,bank-transfer,0,0
C001418,46,70.05,month-to-month,electronic-check,0,1
C001419,39,30.52,two-year,bank-transfer,0,0
C001420,45,67.8,month-to-month,bank-transfer,0,1
C001421,59,21.84,one-year,electronic-check,0,0
C001422,46,97.9,one-year,bank-transfer,1,0
C001423,1,34.91,one-year,credit-card,2,0
C001424,50,33.07,month-to-month,electronic-check,0,1
C001425,6,84.19,two-year,electronic-check,1,0
C001426,5,92.04,month-to-month,credit-card,0,1
C001427,40,57.38,two-year,electronic-check,0,0
C001428,48,40.19,one-year,electronic-check,2,0
C001429,23,68.69,month-to-month,electronic-check,0,0
C001430,10,119.06,month-to-month,electronic-check,1,0
C001431,10,31.73,two-year,credit-card,0,0
C001432,62,56.85,month-to-month,credit-card,2,0
C001433,21,89.82,month-to-month,credit-card,0,1
C001434,62,46.61,two-year,credit-card,0,0
C001435,31,70.9,one-year,electronic-check,0,0
C001436,7,45.02,month-to-month,electronic-check,0,0
C001437,66,111.45,month-to-month,bank-transfer,0,0
C001438,69,54.47,month-to-month,bank-transfer,1,1
C001439,60,26.89,month-to-month,bank-transfer,0,0
C001440,15,33.86,month-to-month,electronic-check,4,1
C001441,58,36.7,month-to-month,bank-transfer,0,0
C001442,24,38.6,two-year,bank-transfer,3,0
C001443,62,29.5,one-year,credit-card,0,1
C001444,14,42.76,month-to-month,credit-card,0,1
C001445,50,116.49,two-year,electronic-check,0,0
C001446,67,32.5,two-year,electronic-check,0,0
C001447,42,29.37,two-year,bank-transfer,0,0
C001448,44,25.24,month-to-month,bank-transfer,0,1
C001449,43,106.45,two-year,credit-card,0,0
C001450,32,79.9,one-year,credit-card,0,0
C001451,18,82.41,two-year,electronic-check,0,0
C001452,23,46.22,month-to-month,bank-transfer,0,1
C001453,44,109.67,month-to-month,electronic-check,4,1
C001454,26,81.38,month-to-month,electronic-check,0,1
C001455,23,85.31,month-to-month,credit-card,1,1
C001456,49,74.65,one-year,bank-transfer,0,0
C001457,31,26.99,month-to-month,bank-transfer,2,0
C001458,60,77.74,one-year,electronic-check,0,0
C001459,42,78.27,month-to-month,credit-card,1,1
C001460,34,51.41,month-to-month,electronic-check,0,0
C001461,12,48.87,one-year,bank-transfer,0,0
C001462,29,58.51,month-to-month,bank-transfer,0,0
C001463,39,110.2,one-year,bank-transfer,0,0
C001464,4,22.61,month-to-month,electronic-check,0,0
C001465,39,36.02,two-year,bank-transfer,0,0
C001466,14,31.7,month-to-month,electronic-check,0,0
C001467,63,112.43,month-to-month,electronic-check,1,1
C001468,67,55.18,one-year,credit-card,0,0
C001469,42,55.37,one-year,credit-card,0,0
C001470,61,55.76,month-to-month,credit-card,1,0
C001471,48,90.07,month-to-month,electronic-check,0,1
C001472,5,58.3,two-year,electronic-check,1,0
C001473,45,32.44,two-year,credit-card,0,0
C001474,12,46.87,month-to-month,bank-transfer,0,1
C001475,46,20.75,month-to-month,credit-card,3,1
C001476,14,80.83,two-year,bank-transfer,0,0
C001477,60,91.08,one-year,electronic-check,1,0
C001478,14,27.55,month-to-month,electronic-check,0,0
C001479,11,52.12,one-year,credit-card,1,0
C001480,19,69.26,two-year,bank-transfer,0,0
C001481,59,76.38,one-year,bank-transfer,0,0
C001482,21,49.64,two-year,bank-transfer,0,0
C001483,62,117.16,month-to-month,bank-transfer,2,0
C001484,11,29.5,two-year,credit-card,2,0
C001485,55,68.23,one-year,electronic-check,0,1
C001486,61,32.89,two-year,bank-transfer,0,0
C001487,66,103.5,month-to-month,bank-transfer,0,0
C001488,3,87.57,one-year,bank-transfer,0,0
C001489,48,35.82,two-year,credit-card,0,0
C001490,35,49.49,month-to-month,electronic-check,1,0
C001491,53,56.94,month-to-month,electronic-check,0,1
C001492,63,63.54,two-year,electronic-check,2,0
C001493,10,88.64,month-to-month,electronic-check,0,1
C001494,29,100.28,two-year,credit-card,0,0
C001495,44,47.66,two-year,electronic-check,0,0
C001496,10,74.04,month-to-month,credit-card,3,1
C001497,36,105.48,month-to-month,credit-card,1,1
C001498,9,88.16,two-year,electronic-check,0,0
C001499,40,80.85,one-year,electronic-check,1,0
C001500,42,41.13,one-year,electronic-check,0,0
C001501,64,27.58,two-year,electronic-check,0,0
C001502,2,39.5,one-year,electronic-check,0,0
C001503,67,35.74,one-year,bank-transfer,1,0
C001504,25,74.75,month-to-month,electronic-check,1,0
C001505,44,26.9,two-year,bank-transfer,2,0
C001506,69,25.91,month-to-month,credit-card,0,1
C001507,23,55.87,two-year,bank-transfer,0,0
C001508,57,74.71,month-to-month,electronic-check,0,0
C001509,19,40.58,two-year,electronic-check,0,0
C001510,8,60.79,one-year,credit-card,2,0
C001511,71,34.61,two-year,bank-transfer,0,1
C001512,56,91.26,month-to-month,bank-transfer,0,0
C001513,8,115.31,two-year,credit-card,1,0
C001514,25,92.14,two-year,credit-card,0,0
C001515,39,111.86,one-year,credit-card,0,0
C001516,63,61.16,two-year,electronic-check,0,0
C001517,72,55.4,month-to-month,electronic-check,0,0
C001518,38,31.22,one-year,credit-card,0,0
C001519,44,43.38,two-year,credit-card,1,0
C001520,33,28.38,month-to-month,credit-card,0,0
C001521,70,64.09,one-year,credit-card,1,0
C001522,48,31.7,one-year,credit-card,0,0
C001523,48,51.1,month-to-month,electronic-check,5,0
C001524,17,26.45,month-to-month,electronic-check,0,1
C001525,59,114.45,one-year,bank-transfer,0,0
C001526,48,107.38,month-to-month,electronic-check,0,1
C001527,55,78.11,one-year,electronic-check,0,0
C001528,36,107.04,one-year,electronic-check,0,0
C001529,36,24.17,one-year,credit-card,0,0
C001530,42,25.67,two-year,credit-card,0,0
C001531,27,57.65,two-year,electronic-check,0,0
C001532,18,23.21,month-to-month,credit-card,4,1
C001533,15,71.43,two-year,bank-transfer,3,0
C001534,5,62.03,one-year,electronic-check,0,0
C001535,45,24.49,one-year,credit-card,1,0
C001536,49,113.01,two-year,credit-card,0,0
C001537,18,93.54,month-to-month,credit-card,4,0
C001538,3,103.31,two-year,credit-card,0,1
C001539,72,86.01,two-year,electronic-check,0,0
C001540,63,106.97,one-year,credit-card,0,0
C001541,16,60.61,one-year,credit-card,0,1
C001542,59,37.37,one-year,electronic-check,0,0
C001543,38,66.87,month-to-month,credit-card,0,0
C001544,72,80.0,two-year,bank-transfer,0,0
C001545,19,53.82,month-to-month,credit-card,0,0
C001546,59,113.14,two-year,bank-transfer,1,0
C001547,28,23.18,two-year,credit-card,0,0
C001548,17,28.82,two-year,electronic-check,0,0
C001549,53,98.97,month-to-month,credit-card,0,1
C001550,70,61.69,two-year,credit-card,0,0
C001551,57,112.86,two-year,credit-card,0,0
C001552,12,72.7,one-year,electronic-check,2,0
C001553,60,100.72,month-to-month,bank-transfer,0,1
C001554,43,81.07,one-year,electronic-check,0,0
C001555,64,59.19,one-year,bank-transfer,0,0
C001556,61,56.17,one-year,electronic-check,1,0
C001557,45,48.81,month-to-month,electronic-check,0,1
C001558,9,29.18,month-to-month,bank-transfer,0,1
C001559,6,86.56,month-to-month,electronic-check,0,0
C001560,57,75.87,two-year,electronic-check,0,0
C001561,12,100.42,two-year,bank-transfer,0,0
C001562,24,110.95,two-year,electronic-check,0,0
C001563,20,26.25,one-year,bank-transfer,0,0
C001564,66,75.97,one-year,electronic-check,0,0
C001565,49,46.4,two-year,credit-card,0,0
C001566,62,103.83,two-year,credit-card,0,0
C001567,47,111.28,two-year,electronic-check,0,0
C001568,5,89.67,month-to-month,credit-card,0,1
C001569,16,41.26,one-year,bank-transfer,0,1
C001570,57,93.85,one-year,bank-transfer,1,1
C001571,22,69.45,two-year,credit-card,2,0
C001572,21,36.99,two-year,bank-transfer,0,0
C001573,4,52.45,two-year,bank-transfer,0,0
C001574,37,70.77,one-year,electronic-check,4,1
C001575,34,34.01,two-year,bank-transfer,1,0
C001576,70,46.69,month-to-month,credit-card,0,1
C001577,72,94.92,one-year,credit-card,5,0
C001578,34,68.81,month-to-month,credit-card,0,1
C001579,1,93.54,two-year,bank-transfer,0,0
C001580,15,90.32,month-to-month,bank-transfer,0,0
C001581,72,82.26,one-year,credit-card,0,0
C001582,39,46.41,one-year,credit-card,2,0
C001583,33,44.83,month-to-month,electronic-check,0,1
C001584,42,77.32,one-year,electronic-check,0,0
C001585,67,70.78,one-year,credit-card,3,0
C001586,44,89.74,one-year,electronic-check,0,0
C001587,67,20.73,two-year,bank-transfer,0,0
C001588,60,26.12,one-year,bank-transfer,0,0
C001589,53,106.81,month-to-month,bank-transfer,0,1
C001590,58,86.5,one-year,electronic-check,0,0
C001591,1,92.48,month-to-month,bank-transfer,0,1
C001592,25,95.36,month-to-month,electronic-check,0,0
C001593,6,98.72,two-year,electronic-check,0,0
C001594,42,100.49,one-year,bank-transfer,0,0
C001595,61,28.01,month-to-month,electronic-check,0,1
C001596,35,108.89,one-year,credit-card,0,0
C001597,41,95.2,two-year,electronic-check,5,0
C001598,66,117.59,two-year,bank-transfer,0,0
C001599,41,117.2,one-year,electronic-check,0,0
C001600,65,116.13,two-year,credit-card,0,0
C001601,46,87.3,one-year,credit-card,0,0
C001602,51,52.62,one-year,credit-card,0,0
C001603,57,48.21,two-year,bank-transfer,2,0
C001604,4,111.95,two-year,credit-card,1,0
C001605,69,117.84,month-to-month,bank-transfer,0,0
C001606,28,70.24,month-to-month,credit-card,0,0
C001607,20,102.3,one-year,electronic-check,0,0
C001608,14,107.14,month-to-month,electronic-check,0,1
C001609,39,31.03,one-year,bank-transfer,0,0
C001610,47,42.13,month-to-month,electronic-check,0,1
C001611,19,95.07,month-to-month,bank-transfer,0,1
C001612,28,58.65,month-to-month,electronic-check,0,1
C001613,44,108.61,two-year,electronic-check,0,0
C001614,71,73.31,two-year,bank-transfer,0,0
C001615,51,72.08,month-to-month,electronic-check,0,0
C001616,8,66.0,two-year,electronic-check,3,0
C001617,67,20.85,one-year,credit-card,0,0
C001618,53,51.36,month-to-month,bank-transfer,0,0
C001619,32,93.41,one-year,bank-transfer,0,0
C001620,21,97.02,two-year,bank-transfer,3,0
C001621,15,100.37,one-year,bank-transfer,0,0
C001622,54,63.86,one-year,bank-transfer,0,0
C001623,51,111.66,two-year,bank-transfer,0,0
C001624,8,40.06,one-year,bank-transfer,2,1
C001625,17,91.3,two-year,electronic-check,0,0
C001626,1,52.81,month-to-month,credit-card,1,1
C001627,38,109.96,month-to-month,credit-card,0,0
C001628,3,74.84,month-to-month,credit-card,0,1
C001629,19,81.84,one-year,electronic-check,0,0
C001630,21,37.97,month-to-month,credit-card,0,0
C001631,28,38.83,two-year,credit-card,0,0
C001632,9,35.94,month-to-month,credit-card,0,1
C001633,13,104.55,two-year,credit-card,0,0
C001634,5,29.9,one-year,electronic-check,0,0
C001635,26,57.68,two-year,electronic-check,0,0
C001636,20,32.57,two-year,credit-card,0,0
C001637,69,91.87,two-year,electronic-check,0,0
C001638,47,89.46,one-year,credit-card,0,1
C001639,67,32.92,two-year,bank-transfer,2,0
C001640,59,96.88,two-year,bank-transfer,3,0
C001641,53,40.76,month-to-month,bank-transfer,0,0
C001642,28,108.55,one-year,bank-transfer,0,0
C001643,67,41.66,two-year,credit-card,1,0
C001644,64,85.31,one-year,bank-transfer,1,0
C001645,52,104.59,month-to-month,bank-transfer,0,0
C001646,18,101.13,two-year,credit-card,0,0
C001647,12,46.54,two-year,electronic-check,1,0
C001648,63,119.95,two-year,bank-transfer,0,0
C001649,8,21.32,month-to-month,electronic-check,0,1
C001650,11,106.73,month-to-month,credit-card,2,1
C001651,15,83.57,two-year,electronic-check,0,0
C001652,23,41.96,month-to-month,bank-transfer,0,0
C001653,72,38.13,one-year,bank-transfer,0,0
C001654,11,61.86,two-year,credit-card,0,0
C001655,39,77.43,month-to-month,bank-transfer,0,1
C001656,25,87.66,month-to-month,bank-transfer,0,0
C001657,48,99.71,two-year,credit-card,0,0
C001658,71,75.17,month-to-month,credit-card,1,1
C001659,66,55.8,month-to-month,bank-transfer,1,1
C001660,56,49.94,two-year,electronic-check,0,0
C001661,54,33.11,two-year,credit-card,0,0
C001662,36,101.23,two-year,electronic-check,0,0
C001663,26,44.39,month-to-month,credit-card,0,0
C001664,40,55.21,month-to-month,electronic-check,0,0
C001665,45,114.9,month-to-month,electronic-check,4,1
C001666,58,104.19,month-to-month,credit-card,0,0
C001667,41,34.93,two-year,credit-card,0,0
C001668,54,37.91,one-year,electronic-check,0,0
C001669,43,116.08,month-to-month,electronic-check,2,1
C001670,16,43.44,one-year,electronic-check,0,0
C001671,62,56.22,month-to-month,bank-transfer,0,0
C001672,64,44.37,two-year,electronic-check,2,0
C001673,6,60.12,month-to-month,bank-transfer,0,0
C001674,68,55.72,two-year,electronic-check,3,0
C001675,46,39.75,two-year,bank-transfer,0,0
C001676,5,74.88,one-year,credit-card,0,0
C001677,24,112.7,two-year,bank-transfer,1,0
C001678,33,42.83,one-year,credit-card,0,0
C001679,2,74.51,one-year,electronic-check,0,0
C001680,46,60.68,one-year,bank-transfer,0,0
C001681,24,101.06,one-year,bank-transfer,0,0
C001682,16,61.86,one-year,credit-card,0,0
C001683,52,75.62,month-to-month,credit-card,0,0
C001684,22,81.5,one-year,credit-card,0,0
C001685,23,33.87,one-year,bank-transfer,1,0
C001686,43,21.89,one-year,credit-card,0,0
C001687,14,39.55,two-year,electronic-check,2,0
C001688,7,96.09,month-to-month,bank-transfer,0,0
C001689,54,93.51,month-to-month,electronic-check,0,1
C001690,9,92.21,month-to-month,bank-transfer,0,1
C001691,27,89.58,month-to-month,credit-card,0,0
C001692,67,105.12,one-year,credit-card,0,0
